date,Forecast_rain_sum,Historical_rain_sum,District Code,Cluster,State RSM,RSM Name,County/District,Zone,State Standard,Discount RSM,Lat,Long
2025-06-16,,26.6,288,North 2,HR,Haryana,Gurgaon,North 2,HR,Haryana,28.4594965,77.0266383
2025-06-17,,15.6,288,North 2,HR,Haryana,Gurgaon,North 2,HR,Haryana,28.4594965,77.0266383
2025-06-19,0.0,,289,North 2,HR,Haryana,Hissar,North 2,HR,Haryana,29.1491875,75.7216527
2025-06-20,0.0,,289,North 2,HR,Haryana,Hissar,North 2,HR,Haryana,29.1491875,75.7216527
2025-06-21,0.0,,289,North 2,HR,Haryana,Hissar,North 2,HR,Haryana,29.1491875,75.7216527
2025-06-22,0.0,,289,North 2,HR,Haryana,Hissar,North 2,HR,Haryana,29.1491875,75.7216527
2025-06-23,0.0,,289,North 2,HR,Haryana,Hissar,North 2,HR,Haryana,29.1491875,75.7216527
2025-06-24,0.0,,289,North 2,HR,Haryana,Hissar,North 2,HR,Haryana,29.1491875,75.7216527
2025-06-25,0.0,,289,North 2,HR,Haryana,Hissar,North 2,HR,Haryana,29.1491875,75.7216527
2025-06-26,0.0,,289,North 2,HR,Haryana,Hissar,North 2,HR,Haryana,29.1491875,75.7216527
2025-06-27,0.0,,289,North 2,HR,Haryana,Hissar,North 2,HR,Haryana,29.1491875,75.7216527
2025-06-28,0.0,,289,North 2,HR,Haryana,Hissar,North 2,HR,Haryana,29.1491875,75.7216527
2025-06-29,0.0,,289,North 2,HR,Haryana,Hissar,North 2,HR,Haryana,29.1491875,75.7216527
2025-06-30,0.0,,289,North 2,HR,Haryana,Hissar,North 2,HR,Haryana,29.1491875,75.7216527
2025-07-01,0.0,,289,North 2,HR,Haryana,Hissar,North 2,HR,Haryana,29.1491875,75.7216527
2025-07-02,0.7,,289,North 2,HR,Haryana,Hissar,North 2,HR,Haryana,29.1491875,75.7216527
2025-07-03,0.2,,289,North 2,HR,Haryana,Hissar,North 2,HR,Haryana,29.1491875,75.7216527
2025-07-04,0.0,,289,North 2,HR,Haryana,Hissar,North 2,HR,Haryana,29.1491875,75.7216527
2025-06-14,,0.0,289,North 2,HR,Haryana,Hissar,North 2,HR,Haryana,29.1491875,75.7216527
2025-06-15,,0.2,289,North 2,HR,Haryana,Hissar,North 2,HR,Haryana,29.1491875,75.7216527
2025-06-16,,9.0,289,North 2,HR,Haryana,Hissar,North 2,HR,Haryana,29.1491875,75.7216527
2025-06-17,,2.7,289,North 2,HR,Haryana,Hissar,North 2,HR,Haryana,29.1491875,75.7216527
2025-06-19,0.0,,290,North 2,HR,Haryana,Jhajjar,North 2,HR,Haryana,28.6054875,76.6537749
2025-06-20,0.0,,290,North 2,HR,Haryana,Jhajjar,North 2,HR,Haryana,28.6054875,76.6537749
2025-06-21,0.0,,290,North 2,HR,Haryana,Jhajjar,North 2,HR,Haryana,28.6054875,76.6537749
2025-06-22,0.0,,290,North 2,HR,Haryana,Jhajjar,North 2,HR,Haryana,28.6054875,76.6537749
2025-06-23,0.0,,290,North 2,HR,Haryana,Jhajjar,North 2,HR,Haryana,28.6054875,76.6537749
2025-06-24,0.0,,290,North 2,HR,Haryana,Jhajjar,North 2,HR,Haryana,28.6054875,76.6537749
2025-06-25,0.0,,290,North 2,HR,Haryana,Jhajjar,North 2,HR,Haryana,28.6054875,76.6537749
2025-06-26,0.0,,290,North 2,HR,Haryana,Jhajjar,North 2,HR,Haryana,28.6054875,76.6537749
2025-06-27,0.0,,290,North 2,HR,Haryana,Jhajjar,North 2,HR,Haryana,28.6054875,76.6537749
2025-06-28,0.0,,290,North 2,HR,Haryana,Jhajjar,North 2,HR,Haryana,28.6054875,76.6537749
2025-06-29,0.0,,290,North 2,HR,Haryana,Jhajjar,North 2,HR,Haryana,28.6054875,76.6537749
2025-06-30,0.0,,290,North 2,HR,Haryana,Jhajjar,North 2,HR,Haryana,28.6054875,76.6537749
2025-07-01,0.0,,290,North 2,HR,Haryana,Jhajjar,North 2,HR,Haryana,28.6054875,76.6537749
2025-07-02,0.7,,290,North 2,HR,Haryana,Jhajjar,North 2,HR,Haryana,28.6054875,76.6537749
2025-07-03,0.8,,290,North 2,HR,Haryana,Jhajjar,North 2,HR,Haryana,28.6054875,76.6537749
2025-07-04,0.0,,290,North 2,HR,Haryana,Jhajjar,North 2,HR,Haryana,28.6054875,76.6537749
2025-06-14,,0.0,290,North 2,HR,Haryana,Jhajjar,North 2,HR,Haryana,28.6054875,76.6537749
2025-06-15,,0.1,290,North 2,HR,Haryana,Jhajjar,North 2,HR,Haryana,28.6054875,76.6537749
2025-06-16,,23.4,290,North 2,HR,Haryana,Jhajjar,North 2,HR,Haryana,28.6054875,76.6537749
2025-06-17,,20.7,290,North 2,HR,Haryana,Jhajjar,North 2,HR,Haryana,28.6054875,76.6537749
2025-06-19,0.0,,291,North 2,HR,Haryana,Jind,North 2,HR,Haryana,29.325508,76.2997909
2025-06-20,0.0,,291,North 2,HR,Haryana,Jind,North 2,HR,Haryana,29.325508,76.2997909
2025-06-21,0.0,,291,North 2,HR,Haryana,Jind,North 2,HR,Haryana,29.325508,76.2997909
2025-06-22,0.0,,291,North 2,HR,Haryana,Jind,North 2,HR,Haryana,29.325508,76.2997909
2025-06-23,0.0,,291,North 2,HR,Haryana,Jind,North 2,HR,Haryana,29.325508,76.2997909
2025-06-24,0.0,,291,North 2,HR,Haryana,Jind,North 2,HR,Haryana,29.325508,76.2997909
2025-06-25,0.0,,291,North 2,HR,Haryana,Jind,North 2,HR,Haryana,29.325508,76.2997909
2025-06-26,0.0,,291,North 2,HR,Haryana,Jind,North 2,HR,Haryana,29.325508,76.2997909
2025-06-27,0.0,,291,North 2,HR,Haryana,Jind,North 2,HR,Haryana,29.325508,76.2997909
2025-06-28,0.0,,291,North 2,HR,Haryana,Jind,North 2,HR,Haryana,29.325508,76.2997909
2025-06-29,0.0,,291,North 2,HR,Haryana,Jind,North 2,HR,Haryana,29.325508,76.2997909
2025-06-30,0.0,,291,North 2,HR,Haryana,Jind,North 2,HR,Haryana,29.325508,76.2997909
2025-07-01,0.0,,291,North 2,HR,Haryana,Jind,North 2,HR,Haryana,29.325508,76.2997909
2025-07-02,1.1,,291,North 2,HR,Haryana,Jind,North 2,HR,Haryana,29.325508,76.2997909
2025-07-03,0.1,,291,North 2,HR,Haryana,Jind,North 2,HR,Haryana,29.325508,76.2997909
2025-07-04,0.0,,291,North 2,HR,Haryana,Jind,North 2,HR,Haryana,29.325508,76.2997909
2025-06-14,,0.0,291,North 2,HR,Haryana,Jind,North 2,HR,Haryana,29.325508,76.2997909
2025-06-15,,0.1,291,North 2,HR,Haryana,Jind,North 2,HR,Haryana,29.325508,76.2997909
2025-06-16,,12.4,291,North 2,HR,Haryana,Jind,North 2,HR,Haryana,29.325508,76.2997909
2025-06-17,,5.4,291,North 2,HR,Haryana,Jind,North 2,HR,Haryana,29.325508,76.2997909
2025-06-19,0.0,,292,North 2,HR,Haryana,Kaithal,North 2,HR,Haryana,29.8042758,76.4039016
2025-06-20,0.0,,292,North 2,HR,Haryana,Kaithal,North 2,HR,Haryana,29.8042758,76.4039016
2025-06-21,0.0,,292,North 2,HR,Haryana,Kaithal,North 2,HR,Haryana,29.8042758,76.4039016
2025-06-22,0.0,,292,North 2,HR,Haryana,Kaithal,North 2,HR,Haryana,29.8042758,76.4039016
2025-06-23,0.0,,292,North 2,HR,Haryana,Kaithal,North 2,HR,Haryana,29.8042758,76.4039016
2025-06-24,0.0,,292,North 2,HR,Haryana,Kaithal,North 2,HR,Haryana,29.8042758,76.4039016
2025-06-25,0.0,,292,North 2,HR,Haryana,Kaithal,North 2,HR,Haryana,29.8042758,76.4039016
2025-06-26,0.0,,292,North 2,HR,Haryana,Kaithal,North 2,HR,Haryana,29.8042758,76.4039016
2025-06-27,0.0,,292,North 2,HR,Haryana,Kaithal,North 2,HR,Haryana,29.8042758,76.4039016
2025-06-28,0.0,,292,North 2,HR,Haryana,Kaithal,North 2,HR,Haryana,29.8042758,76.4039016
2025-06-29,0.0,,292,North 2,HR,Haryana,Kaithal,North 2,HR,Haryana,29.8042758,76.4039016
2025-06-30,0.0,,292,North 2,HR,Haryana,Kaithal,North 2,HR,Haryana,29.8042758,76.4039016
2025-07-01,0.0,,292,North 2,HR,Haryana,Kaithal,North 2,HR,Haryana,29.8042758,76.4039016
2025-07-02,5.1,,292,North 2,HR,Haryana,Kaithal,North 2,HR,Haryana,29.8042758,76.4039016
2025-07-03,4.2,,292,North 2,HR,Haryana,Kaithal,North 2,HR,Haryana,29.8042758,76.4039016
2025-07-04,0.0,,292,North 2,HR,Haryana,Kaithal,North 2,HR,Haryana,29.8042758,76.4039016
2025-06-14,,0.0,292,North 2,HR,Haryana,Kaithal,North 2,HR,Haryana,29.8042758,76.4039016
2025-06-15,,1.2,292,North 2,HR,Haryana,Kaithal,North 2,HR,Haryana,29.8042758,76.4039016
2025-06-16,,14.0,292,North 2,HR,Haryana,Kaithal,North 2,HR,Haryana,29.8042758,76.4039016
2025-06-17,,4.9,292,North 2,HR,Haryana,Kaithal,North 2,HR,Haryana,29.8042758,76.4039016
2025-06-19,0.0,,293,North 2,HR,Haryana,Karnal,North 2,HR,Haryana,29.6856929,76.9904825
2025-06-20,0.0,,293,North 2,HR,Haryana,Karnal,North 2,HR,Haryana,29.6856929,76.9904825
2025-06-21,0.0,,293,North 2,HR,Haryana,Karnal,North 2,HR,Haryana,29.6856929,76.9904825
2025-06-22,0.0,,293,North 2,HR,Haryana,Karnal,North 2,HR,Haryana,29.6856929,76.9904825
2025-06-23,0.0,,293,North 2,HR,Haryana,Karnal,North 2,HR,Haryana,29.6856929,76.9904825
2025-06-24,0.0,,293,North 2,HR,Haryana,Karnal,North 2,HR,Haryana,29.6856929,76.9904825
2025-06-25,0.0,,293,North 2,HR,Haryana,Karnal,North 2,HR,Haryana,29.6856929,76.9904825
2025-06-26,0.0,,293,North 2,HR,Haryana,Karnal,North 2,HR,Haryana,29.6856929,76.9904825
2025-06-27,0.0,,293,North 2,HR,Haryana,Karnal,North 2,HR,Haryana,29.6856929,76.9904825
2025-06-28,0.0,,293,North 2,HR,Haryana,Karnal,North 2,HR,Haryana,29.6856929,76.9904825
2025-06-29,0.0,,293,North 2,HR,Haryana,Karnal,North 2,HR,Haryana,29.6856929,76.9904825
2025-06-30,0.0,,293,North 2,HR,Haryana,Karnal,North 2,HR,Haryana,29.6856929,76.9904825
2025-07-01,0.0,,293,North 2,HR,Haryana,Karnal,North 2,HR,Haryana,29.6856929,76.9904825
2025-07-02,7.9,,293,North 2,HR,Haryana,Karnal,North 2,HR,Haryana,29.6856929,76.9904825
2025-07-03,7.4,,293,North 2,HR,Haryana,Karnal,North 2,HR,Haryana,29.6856929,76.9904825
2025-07-04,0.0,,293,North 2,HR,Haryana,Karnal,North 2,HR,Haryana,29.6856929,76.9904825
2025-06-14,,0.0,293,North 2,HR,Haryana,Karnal,North 2,HR,Haryana,29.6856929,76.9904825
2025-06-15,,0.0,293,North 2,HR,Haryana,Karnal,North 2,HR,Haryana,29.6856929,76.9904825
2025-06-16,,4.3,293,North 2,HR,Haryana,Karnal,North 2,HR,Haryana,29.6856929,76.9904825
2025-06-17,,2.3,293,North 2,HR,Haryana,Karnal,North 2,HR,Haryana,29.6856929,76.9904825
2025-06-19,0.0,,294,North 2,HR,Haryana,Kurukshetra,North 2,HR,Haryana,29.9695121,76.878282
2025-06-20,0.0,,294,North 2,HR,Haryana,Kurukshetra,North 2,HR,Haryana,29.9695121,76.878282
2025-06-21,0.0,,294,North 2,HR,Haryana,Kurukshetra,North 2,HR,Haryana,29.9695121,76.878282
2025-06-22,0.0,,294,North 2,HR,Haryana,Kurukshetra,North 2,HR,Haryana,29.9695121,76.878282
2025-06-23,0.0,,294,North 2,HR,Haryana,Kurukshetra,North 2,HR,Haryana,29.9695121,76.878282
2025-06-24,0.0,,294,North 2,HR,Haryana,Kurukshetra,North 2,HR,Haryana,29.9695121,76.878282
2025-06-25,0.0,,294,North 2,HR,Haryana,Kurukshetra,North 2,HR,Haryana,29.9695121,76.878282
2025-06-26,0.0,,294,North 2,HR,Haryana,Kurukshetra,North 2,HR,Haryana,29.9695121,76.878282
2025-06-27,0.0,,294,North 2,HR,Haryana,Kurukshetra,North 2,HR,Haryana,29.9695121,76.878282
2025-06-28,0.0,,294,North 2,HR,Haryana,Kurukshetra,North 2,HR,Haryana,29.9695121,76.878282
2025-06-29,0.0,,294,North 2,HR,Haryana,Kurukshetra,North 2,HR,Haryana,29.9695121,76.878282
2025-06-30,0.0,,294,North 2,HR,Haryana,Kurukshetra,North 2,HR,Haryana,29.9695121,76.878282
2025-07-01,0.0,,294,North 2,HR,Haryana,Kurukshetra,North 2,HR,Haryana,29.9695121,76.878282
2025-07-02,15.8,,294,North 2,HR,Haryana,Kurukshetra,North 2,HR,Haryana,29.9695121,76.878282
2025-07-03,1.0,,294,North 2,HR,Haryana,Kurukshetra,North 2,HR,Haryana,29.9695121,76.878282
2025-07-04,0.0,,294,North 2,HR,Haryana,Kurukshetra,North 2,HR,Haryana,29.9695121,76.878282
2025-06-14,,0.0,294,North 2,HR,Haryana,Kurukshetra,North 2,HR,Haryana,29.9695121,76.878282
2025-06-15,,0.0,294,North 2,HR,Haryana,Kurukshetra,North 2,HR,Haryana,29.9695121,76.878282
2025-06-16,,8.0,294,North 2,HR,Haryana,Kurukshetra,North 2,HR,Haryana,29.9695121,76.878282
2025-06-17,,1.9,294,North 2,HR,Haryana,Kurukshetra,North 2,HR,Haryana,29.9695121,76.878282
2025-06-19,0.0,,295,North 2,HR,Haryana,Mohindergarh,North 2,HR,Haryana,28.2734201,76.1401349
2025-06-20,0.0,,295,North 2,HR,Haryana,Mohindergarh,North 2,HR,Haryana,28.2734201,76.1401349
2025-06-21,0.0,,295,North 2,HR,Haryana,Mohindergarh,North 2,HR,Haryana,28.2734201,76.1401349
2025-06-22,0.0,,295,North 2,HR,Haryana,Mohindergarh,North 2,HR,Haryana,28.2734201,76.1401349
2025-06-23,0.0,,295,North 2,HR,Haryana,Mohindergarh,North 2,HR,Haryana,28.2734201,76.1401349
2025-06-24,0.0,,295,North 2,HR,Haryana,Mohindergarh,North 2,HR,Haryana,28.2734201,76.1401349
2025-06-25,0.0,,295,North 2,HR,Haryana,Mohindergarh,North 2,HR,Haryana,28.2734201,76.1401349
2025-06-26,0.0,,295,North 2,HR,Haryana,Mohindergarh,North 2,HR,Haryana,28.2734201,76.1401349
2025-06-27,0.0,,295,North 2,HR,Haryana,Mohindergarh,North 2,HR,Haryana,28.2734201,76.1401349
2025-06-28,0.9,,295,North 2,HR,Haryana,Mohindergarh,North 2,HR,Haryana,28.2734201,76.1401349
2025-06-29,0.0,,295,North 2,HR,Haryana,Mohindergarh,North 2,HR,Haryana,28.2734201,76.1401349
2025-06-30,0.0,,295,North 2,HR,Haryana,Mohindergarh,North 2,HR,Haryana,28.2734201,76.1401349
2025-07-01,0.0,,295,North 2,HR,Haryana,Mohindergarh,North 2,HR,Haryana,28.2734201,76.1401349
2025-07-02,0.0,,295,North 2,HR,Haryana,Mohindergarh,North 2,HR,Haryana,28.2734201,76.1401349
2025-07-03,0.9,,295,North 2,HR,Haryana,Mohindergarh,North 2,HR,Haryana,28.2734201,76.1401349
2025-07-04,0.0,,295,North 2,HR,Haryana,Mohindergarh,North 2,HR,Haryana,28.2734201,76.1401349
2025-06-14,,0.0,295,North 2,HR,Haryana,Mohindergarh,North 2,HR,Haryana,28.2734201,76.1401349
2025-06-15,,1.7,295,North 2,HR,Haryana,Mohindergarh,North 2,HR,Haryana,28.2734201,76.1401349
2025-06-16,,41.7,295,North 2,HR,Haryana,Mohindergarh,North 2,HR,Haryana,28.2734201,76.1401349
2025-06-17,,10.4,295,North 2,HR,Haryana,Mohindergarh,North 2,HR,Haryana,28.2734201,76.1401349
2025-06-19,0.0,,296,North 1,PB,South Punjab,Panchkula,North 1,PB,North Punjab,30.6942091,76.860565
2025-06-20,0.0,,296,North 1,PB,South Punjab,Panchkula,North 1,PB,North Punjab,30.6942091,76.860565
2025-06-21,0.0,,296,North 1,PB,South Punjab,Panchkula,North 1,PB,North Punjab,30.6942091,76.860565
2025-06-22,0.0,,296,North 1,PB,South Punjab,Panchkula,North 1,PB,North Punjab,30.6942091,76.860565
2025-06-23,0.0,,296,North 1,PB,South Punjab,Panchkula,North 1,PB,North Punjab,30.6942091,76.860565
2025-06-24,0.0,,296,North 1,PB,South Punjab,Panchkula,North 1,PB,North Punjab,30.6942091,76.860565
2025-06-25,0.0,,296,North 1,PB,South Punjab,Panchkula,North 1,PB,North Punjab,30.6942091,76.860565
2025-06-26,0.0,,296,North 1,PB,South Punjab,Panchkula,North 1,PB,North Punjab,30.6942091,76.860565
2025-06-27,0.0,,296,North 1,PB,South Punjab,Panchkula,North 1,PB,North Punjab,30.6942091,76.860565
2025-06-28,0.0,,296,North 1,PB,South Punjab,Panchkula,North 1,PB,North Punjab,30.6942091,76.860565
2025-06-29,0.0,,296,North 1,PB,South Punjab,Panchkula,North 1,PB,North Punjab,30.6942091,76.860565
2025-06-30,0.0,,296,North 1,PB,South Punjab,Panchkula,North 1,PB,North Punjab,30.6942091,76.860565
2025-07-01,0.0,,296,North 1,PB,South Punjab,Panchkula,North 1,PB,North Punjab,30.6942091,76.860565
2025-07-02,2.2,,296,North 1,PB,South Punjab,Panchkula,North 1,PB,North Punjab,30.6942091,76.860565
2025-07-03,4.7,,296,North 1,PB,South Punjab,Panchkula,North 1,PB,North Punjab,30.6942091,76.860565
2025-07-04,0.0,,296,North 1,PB,South Punjab,Panchkula,North 1,PB,North Punjab,30.6942091,76.860565
2025-06-14,,0.0,296,North 1,PB,South Punjab,Panchkula,North 1,PB,North Punjab,30.6942091,76.860565
2025-06-15,,1.5,296,North 1,PB,South Punjab,Panchkula,North 1,PB,North Punjab,30.6942091,76.860565
2025-06-16,,0.2,296,North 1,PB,South Punjab,Panchkula,North 1,PB,North Punjab,30.6942091,76.860565
2025-06-17,,0.5,296,North 1,PB,South Punjab,Panchkula,North 1,PB,North Punjab,30.6942091,76.860565
2025-06-19,0.0,,297,North 2,HR,Haryana,Panipat,North 2,HR,Haryana,29.3909464,76.9635023
2025-06-20,0.0,,297,North 2,HR,Haryana,Panipat,North 2,HR,Haryana,29.3909464,76.9635023
2025-06-21,0.0,,297,North 2,HR,Haryana,Panipat,North 2,HR,Haryana,29.3909464,76.9635023
2025-06-22,0.0,,297,North 2,HR,Haryana,Panipat,North 2,HR,Haryana,29.3909464,76.9635023
2025-06-23,0.0,,297,North 2,HR,Haryana,Panipat,North 2,HR,Haryana,29.3909464,76.9635023
2025-06-24,0.0,,297,North 2,HR,Haryana,Panipat,North 2,HR,Haryana,29.3909464,76.9635023
2025-06-25,0.0,,297,North 2,HR,Haryana,Panipat,North 2,HR,Haryana,29.3909464,76.9635023
2025-06-26,0.0,,297,North 2,HR,Haryana,Panipat,North 2,HR,Haryana,29.3909464,76.9635023
2025-06-27,10.8,,297,North 2,HR,Haryana,Panipat,North 2,HR,Haryana,29.3909464,76.9635023
2025-06-28,0.0,,297,North 2,HR,Haryana,Panipat,North 2,HR,Haryana,29.3909464,76.9635023
2025-06-29,0.0,,297,North 2,HR,Haryana,Panipat,North 2,HR,Haryana,29.3909464,76.9635023
2025-06-30,0.0,,297,North 2,HR,Haryana,Panipat,North 2,HR,Haryana,29.3909464,76.9635023
2025-07-01,0.0,,297,North 2,HR,Haryana,Panipat,North 2,HR,Haryana,29.3909464,76.9635023
2025-07-02,16.1,,297,North 2,HR,Haryana,Panipat,North 2,HR,Haryana,29.3909464,76.9635023
2025-07-03,0.7,,297,North 2,HR,Haryana,Panipat,North 2,HR,Haryana,29.3909464,76.9635023
2025-07-04,0.0,,297,North 2,HR,Haryana,Panipat,North 2,HR,Haryana,29.3909464,76.9635023
2025-06-14,,0.0,297,North 2,HR,Haryana,Panipat,North 2,HR,Haryana,29.3909464,76.9635023
2025-06-15,,0.0,297,North 2,HR,Haryana,Panipat,North 2,HR,Haryana,29.3909464,76.9635023
2025-06-16,,8.3,297,North 2,HR,Haryana,Panipat,North 2,HR,Haryana,29.3909464,76.9635023
2025-06-17,,4.4,297,North 2,HR,Haryana,Panipat,North 2,HR,Haryana,29.3909464,76.9635023
2025-06-19,0.0,,298,North 2,HR,Haryana,Rohtak,North 2,HR,Haryana,28.8955152,76.606611
2025-06-20,0.0,,298,North 2,HR,Haryana,Rohtak,North 2,HR,Haryana,28.8955152,76.606611
2025-06-21,0.0,,298,North 2,HR,Haryana,Rohtak,North 2,HR,Haryana,28.8955152,76.606611
2025-06-22,0.0,,298,North 2,HR,Haryana,Rohtak,North 2,HR,Haryana,28.8955152,76.606611
2025-06-23,0.0,,298,North 2,HR,Haryana,Rohtak,North 2,HR,Haryana,28.8955152,76.606611
2025-06-24,0.0,,298,North 2,HR,Haryana,Rohtak,North 2,HR,Haryana,28.8955152,76.606611
2025-06-25,0.0,,298,North 2,HR,Haryana,Rohtak,North 2,HR,Haryana,28.8955152,76.606611
2025-06-26,0.0,,298,North 2,HR,Haryana,Rohtak,North 2,HR,Haryana,28.8955152,76.606611
2025-06-27,0.0,,298,North 2,HR,Haryana,Rohtak,North 2,HR,Haryana,28.8955152,76.606611
2025-06-28,0.0,,298,North 2,HR,Haryana,Rohtak,North 2,HR,Haryana,28.8955152,76.606611
2025-06-29,0.0,,298,North 2,HR,Haryana,Rohtak,North 2,HR,Haryana,28.8955152,76.606611
2025-06-30,0.0,,298,North 2,HR,Haryana,Rohtak,North 2,HR,Haryana,28.8955152,76.606611
2025-07-01,0.0,,298,North 2,HR,Haryana,Rohtak,North 2,HR,Haryana,28.8955152,76.606611
2025-07-02,0.6,,298,North 2,HR,Haryana,Rohtak,North 2,HR,Haryana,28.8955152,76.606611
2025-07-03,0.0,,298,North 2,HR,Haryana,Rohtak,North 2,HR,Haryana,28.8955152,76.606611
2025-07-04,0.0,,298,North 2,HR,Haryana,Rohtak,North 2,HR,Haryana,28.8955152,76.606611
2025-06-14,,0.0,298,North 2,HR,Haryana,Rohtak,North 2,HR,Haryana,28.8955152,76.606611
2025-06-15,,0.1,298,North 2,HR,Haryana,Rohtak,North 2,HR,Haryana,28.8955152,76.606611
2025-06-16,,13.5,298,North 2,HR,Haryana,Rohtak,North 2,HR,Haryana,28.8955152,76.606611
2025-06-17,,7.5,298,North 2,HR,Haryana,Rohtak,North 2,HR,Haryana,28.8955152,76.606611
2025-06-19,0.0,,299,North 2,HR,Haryana,Sirsa,North 2,HR,Haryana,29.5320731,75.0317734
2025-06-20,0.0,,299,North 2,HR,Haryana,Sirsa,North 2,HR,Haryana,29.5320731,75.0317734
2025-06-21,0.0,,299,North 2,HR,Haryana,Sirsa,North 2,HR,Haryana,29.5320731,75.0317734
2025-06-22,0.0,,299,North 2,HR,Haryana,Sirsa,North 2,HR,Haryana,29.5320731,75.0317734
2025-06-23,0.0,,299,North 2,HR,Haryana,Sirsa,North 2,HR,Haryana,29.5320731,75.0317734
2025-06-24,0.0,,299,North 2,HR,Haryana,Sirsa,North 2,HR,Haryana,29.5320731,75.0317734
2025-06-25,0.0,,299,North 2,HR,Haryana,Sirsa,North 2,HR,Haryana,29.5320731,75.0317734
2025-06-26,0.0,,299,North 2,HR,Haryana,Sirsa,North 2,HR,Haryana,29.5320731,75.0317734
2025-06-27,0.4,,299,North 2,HR,Haryana,Sirsa,North 2,HR,Haryana,29.5320731,75.0317734
2025-06-28,0.5,,299,North 2,HR,Haryana,Sirsa,North 2,HR,Haryana,29.5320731,75.0317734
2025-06-29,0.0,,299,North 2,HR,Haryana,Sirsa,North 2,HR,Haryana,29.5320731,75.0317734
2025-06-30,0.0,,299,North 2,HR,Haryana,Sirsa,North 2,HR,Haryana,29.5320731,75.0317734
2025-07-01,0.0,,299,North 2,HR,Haryana,Sirsa,North 2,HR,Haryana,29.5320731,75.0317734
2025-07-02,0.4,,299,North 2,HR,Haryana,Sirsa,North 2,HR,Haryana,29.5320731,75.0317734
2025-07-03,0.8,,299,North 2,HR,Haryana,Sirsa,North 2,HR,Haryana,29.5320731,75.0317734
2025-07-04,0.0,,299,North 2,HR,Haryana,Sirsa,North 2,HR,Haryana,29.5320731,75.0317734
2025-06-14,,0.0,299,North 2,HR,Haryana,Sirsa,North 2,HR,Haryana,29.5320731,75.0317734
2025-06-15,,0.0,299,North 2,HR,Haryana,Sirsa,North 2,HR,Haryana,29.5320731,75.0317734
2025-06-16,,0.2,299,North 2,HR,Haryana,Sirsa,North 2,HR,Haryana,29.5320731,75.0317734
2025-06-17,,0.6,299,North 2,HR,Haryana,Sirsa,North 2,HR,Haryana,29.5320731,75.0317734
2025-06-19,0.0,,300,North 2,HR,Haryana,Sonepat,North 2,HR,Haryana,28.9930823,77.0150735
2025-06-20,0.0,,300,North 2,HR,Haryana,Sonepat,North 2,HR,Haryana,28.9930823,77.0150735
2025-06-21,0.0,,300,North 2,HR,Haryana,Sonepat,North 2,HR,Haryana,28.9930823,77.0150735
2025-06-22,0.0,,300,North 2,HR,Haryana,Sonepat,North 2,HR,Haryana,28.9930823,77.0150735
2025-06-23,0.0,,300,North 2,HR,Haryana,Sonepat,North 2,HR,Haryana,28.9930823,77.0150735
2025-06-24,0.0,,300,North 2,HR,Haryana,Sonepat,North 2,HR,Haryana,28.9930823,77.0150735
2025-06-25,0.0,,300,North 2,HR,Haryana,Sonepat,North 2,HR,Haryana,28.9930823,77.0150735
2025-06-26,0.0,,300,North 2,HR,Haryana,Sonepat,North 2,HR,Haryana,28.9930823,77.0150735
2025-06-27,1.8,,300,North 2,HR,Haryana,Sonepat,North 2,HR,Haryana,28.9930823,77.0150735
2025-06-28,0.0,,300,North 2,HR,Haryana,Sonepat,North 2,HR,Haryana,28.9930823,77.0150735
2025-06-29,0.0,,300,North 2,HR,Haryana,Sonepat,North 2,HR,Haryana,28.9930823,77.0150735
2025-06-30,0.0,,300,North 2,HR,Haryana,Sonepat,North 2,HR,Haryana,28.9930823,77.0150735
2025-07-01,0.0,,300,North 2,HR,Haryana,Sonepat,North 2,HR,Haryana,28.9930823,77.0150735
2025-07-02,0.3,,300,North 2,HR,Haryana,Sonepat,North 2,HR,Haryana,28.9930823,77.0150735
2025-07-03,0.3,,300,North 2,HR,Haryana,Sonepat,North 2,HR,Haryana,28.9930823,77.0150735
2025-07-04,0.0,,300,North 2,HR,Haryana,Sonepat,North 2,HR,Haryana,28.9930823,77.0150735
2025-06-14,,0.0,300,North 2,HR,Haryana,Sonepat,North 2,HR,Haryana,28.9930823,77.0150735
2025-06-15,,2.5,300,North 2,HR,Haryana,Sonepat,North 2,HR,Haryana,28.9930823,77.0150735
2025-06-16,,27.6,300,North 2,HR,Haryana,Sonepat,North 2,HR,Haryana,28.9930823,77.0150735
2025-06-17,,9.4,300,North 2,HR,Haryana,Sonepat,North 2,HR,Haryana,28.9930823,77.0150735
2025-06-19,0.0,,301,North 2,HR,Haryana,Yamuna Nagar,North 2,HR,Haryana,30.1290485,77.2673901
2025-06-20,0.0,,301,North 2,HR,Haryana,Yamuna Nagar,North 2,HR,Haryana,30.1290485,77.2673901
2025-06-21,0.0,,301,North 2,HR,Haryana,Yamuna Nagar,North 2,HR,Haryana,30.1290485,77.2673901
2025-06-22,0.0,,301,North 2,HR,Haryana,Yamuna Nagar,North 2,HR,Haryana,30.1290485,77.2673901
2025-06-23,0.0,,301,North 2,HR,Haryana,Yamuna Nagar,North 2,HR,Haryana,30.1290485,77.2673901
2025-06-24,0.0,,301,North 2,HR,Haryana,Yamuna Nagar,North 2,HR,Haryana,30.1290485,77.2673901
